source_document,page_number,content_type,content
doc.md,26,Q&A,"Q: รถสองแกวจนะจอดส่งผู้โดยสาร มีผู้โดยสารเสียหลักพลัดตกจากรถ กรณีนี้ต้องใช้สิทธิการรักษาพยาบาลอย่างไร | A: ต้องใช้สิทธิ พ.ร.บ.คุ้มครองผู้ประสบภัยจากรถก่อน เพราะถือว่ารถอยู่ระหว่างการใช้งาน ส่วนเกินจึงจะสามารถใช้สิทธิหลักประกันสุขภาพแห่งชาติได้"
doc.md,27,Header 1,การใช้สิทธิ์ว่าง
doc.md,27,Header 2,"ผู้ป่วยโรคหอบ รักษา รพ.รัฐ ใกล้บ้าน"
doc.md,27,Bulleted List,"เจ้าหน้าที่ รพ. ตรวจสอบสิทธิจากเลขประจำตัวประชาชน"
doc.md,27,Bulleted List,"พบว่าไม่มีสิทธิในการรักษาใดๆ (สิทธิว่าง) จะใช้สิทธิหลักประกันสุขภาพแห่งชาติในการรักษาได้หรือไม่"
doc.md,27,Bulleted List,โดยแจ้งให้สิทธิหลักประกันสุขภาพแห่งชาติพร้อมนำเอกสารมาให้เจ้าหน้าที่ดำเนินการลงทะเบียนให้
doc.md,27,Header 2,"ลาออกจากการงานมา 1 ปี หมดสิทธิประกันสังคมแล้ว"
doc.md,27,Bulleted List,ไปรักษาโรคนี้ในถุงน้ำดี แจ้งใช้สิทธิหลักประกันสุขภาพแห่งชาติ
doc.md,27,Bulleted List,"เจ้าหน้าที่ตรวจสอบพบว่ามีสิทธิประกันสังคม ญาติติดคำเนินการแก้ไขสิทธิแล้ว ผู้ป่วยจะใช้สิทธิหลักประกันสุขภาพแห่งชาติได้ตั้งแต่เมื่อไร"
doc.md,27,Bulleted List,ใช้สิทธิได้ตั้งแต่แรกเข้า เนื่องจากรณีดังกล่าวเป็นความคลาดเคลื่อนของข้อมูล
doc.md,27,Header 2,"ผู้ป่วยเพิ่งเริ่มทำงานได้ 2 เดือน มีอาการก่ายท้องเป็นเลือด เข้า รพ."
doc.md,27,Bulleted List,"แพทย์ตรวจพบว่ากระเพาะทะลุ รับไว้เป็นคนไข้ใน ตรวจสอบสิทธิ"
doc.md,27,Bulleted List,พบว่าเป็นสิทธิประกันสังคม กรุณาต้องใช้สิทธิในการรักษา
doc.md,27,Bulleted List,ใช้สิทธิหลักประกันสุขภาพแห่งชาติ เนื่องจากผู้ประกันตนที่ส่งเงินสมทบไม่ครบ 3 เดือน
doc.md,27,Bulleted List,ยังไม่ได้รับสิทธิด้านการรักษาพยาบาลตามกฎหมายประกันสังคม แนะนำติดต่อสำนักงานประกันสังคมเขตพื้นที่เพื่อขอหนังสือรับรองว่าส่งเงินสมทบไม่ครบ 3 เดือน
doc.md,27,Bulleted List,"แจ้งขอใช้สิทธิกับหน่วยบริการในระบบของ สปสช. ได้ทุกแห่ง"
doc.md,27,Header 2,"ผู้ป่วยไม่มีสิทธิรักษาพยาบาลใดๆ (สิทธิว่าง)"
doc.md,27,Bulleted List,"ป่วยเป็นโรคเนื้องอกในสมอง เข้ารักษา รพ.ตามสิทธิแล้วเกินศักยภาพ แพทย์ต้องส่งตัวไปยัง รพ. เฉพาะทาง"
doc.md,27,Bulleted List,จะใช้สิทธิหลักประกันสุขภาพแห่งชาติอย่างไร
doc.md,27,Bulleted List,"ผู้ป่วยสามารถใช้สิทธิว่างในการรักษาพยาบาลต่อเนื่องได้ทั้ง 2 รพ."
doc.md,28,Header 1,การใช้สิทธิ์ว่าง
doc.md,28,Header 2,"ผู้ป่วยสิทธิ์ว่าง หลังเลือดคั่งในสมอง rw."
doc.md,28,Bulleted List,"กรุณาสิทธิ์ว่าง วันรุ่งขึ้นจ้าหน้าที่ rw. ตรวจสอบสิทธิพบว่า"
doc.md,28,Bulleted List,"ผู้ป่วยมีสิทธิประกันสังคมแล้ว กรุณานี้ต้องทำอย่างไร"
doc.md,28,Header 3,A
doc.md,28,Bulleted List,"นโยบาย 4 กองทุน (กรมบัญชีกลาง อปท. ประกันสังคม)"
doc.md,28,Bulleted List,"หลักประกันสุขภาพแห่งชาติ) กรุณาสิทธิเปลี่ยนระหว่าง Admit (IPD)"
doc.md,28,Bulleted List,"ให้ยืดสิทธิแรกเข้า จนสิ้นสุดการรักษาในครั้งนั้น กรุณานี้"
doc.md,28,Bulleted List,ผู้ป่วยต้องใช้สิทธิหลักประกันสุขภาพแห่งชาติ
doc.md,28,Header 2,"ผู้ป่วยสิทธิ์ว่าง เข้ารักษา rw."
doc.md,28,Bulleted List,ในระบบหลักประกันสุขภาพแห่งชาติ
doc.md,28,Bulleted List,ต่อมาเสียชีวิตก่อนลงทะเบียนทำบัตรทอง
doc.md,28,Bulleted List,การรักษาครั้งนี้จะใช้สิทธิหลักประกันสุขภาพแห่งชาติได้หรือไม่
doc.md,28,Header 3,A
doc.md,28,Bulleted List,"ใช้สิทธิได้ โดย rw. ที่ให้การรักษาเรียกเก็บค่าใช้จ่าย"
doc.md,28,Bulleted List,จากกองทุนหลักประกันสุขภาพแห่งชาติ
doc.md,28,Header 2,"เด็กแรกเกิดป่วย ต้องนอนตู้อบ แต่ rw. ไม่มีตู้อบ"
doc.md,28,Bulleted List,"ต้องส่งต่อไปอีก rw. กรุณานี้จะเสียค่าใช้จ่ายหรือไม่"
doc.md,28,Header 3,A
doc.md,28,Bulleted List,"ไม่เสียค่าใช้จ่าย หากเข้ารับการรักษาใน rw.ของรัฐ หรือเอกชน"
doc.md,28,Bulleted List,"ที่อยู่ในระบบหลักประกันสุขภาพแห่งชาติ ทั้ง 2 rw. ที่ให้การรักษา"
doc.md,28,Bulleted List,เรียกเก็บค่าใช้จ่ายจากกองทุนหลักประกันสุขภาพแห่งชาติ
doc.md,28,Header 2,"เด็กเกิดมา 3 ชั่วโมงแล้วเสียชีวิตก่อนลงทะเบียนทำบัตรทอง"
doc.md,28,Bulleted List,กรุณานี้ใช้สิทธิหลักประกันสุขภาพแห่งชาติได้หรือไม่
doc.md,28,Header 3,A
doc.md,28,Bulleted List,"ได้ หากเข้ารับการรักษาใน rw.ของรัฐหรือเอกชนที่อยู่ในระบบหลักประกัน"
doc.md,28,Bulleted List,"สุขภาพแห่งชาติ โดย rw.ที่ให้การรักษาเรียกเก็บค่าใช้จ่ายจากกองทุน"
doc.md,28,Bulleted List,หลักประกันสุขภาพแห่งชาติ
doc.md,29,Header 1,ช่องทางการตรวจสอบสิทธิ์
doc.md,29,Header 2,"1. แอปพลิเคชัน สปสช."
doc.md,29,Bulleted List,"สวัสดีครัช 1330"
doc.md,29,Header 2,"2. Line @nhso"
doc.md,29,Bulleted List,"LINE OA สปสช."
doc.md,29,Header 2,"3. Traffy Fondue"
doc.md,29,Header 2,"4. Website สปสช."
doc.md,29,Bulleted List,(เมนูสำหรับประชาชน)
doc.md,29,Header 2,"5. สายด่วน สปสช."
doc.md,29,Table,"1 | 3 | 3"
doc.md,29,Table,"กด 2 | (เมนูตรวจสอบสิทธิอัตโนมัติ) | "
doc.md,29,Header 2,"6. ติดต่อหน่วยบริการใกล้บ้าน"
doc.md,29,Header 3,"หมายเหตุ:"
doc.md,29,Bulleted List,"กรณีเปลี่ยนแปลงชื่อ-นามสกุล และที่อยู่ กับสำนักบริหารการทะเบียน (สน.บก.) มาแล้ว แต่ฐานข้อมูลของ สปสช. ยังไม่ได้อัปเดต สามารถแจ้งสายด่วน สปสช. 1330 ให้ปรับปรุงข้อมูลให้เป็นปัจจุบันได้"
doc.md,30,Header 1,ช่องทางแจ้งเรื่องร้องเรียนร้องทุกข์
doc.md,30,Header 2,ช่องทางการติดต่อ
doc.md,30,Bulleted List,"สายด่วน สปสช. 1330"
doc.md,30,Bulleted List,"Facebook สปสช."
doc.md,30,Bulleted List,"Line @nhso"
doc.md,30,Bulleted List,@traffyfondue
doc.md,30,Bulleted List,"แอปพลิเคชัน “สปสช.” เมนูความช่วยเหลือ"
doc.md,30,Bulleted List,"หน่วยงานบริการที่เป็นอิสระจากผู้ถูกกล่าวหาในข้อเท็จจริงที่เป็นไปตามมาตรา 50(5)"
doc.md,30,Bulleted List,ศูนย์ประสานงานหลักประกันสุขภาพประชาชน
doc.md,30,Bulleted List,ศูนย์บริการหลักประกันสุขภาพในหน่วยบริการ
doc.md,30,Bulleted List,"สำนักงานหลักประกันสุขภาพแห่งชาติสาขาเขต 13 เขต"
doc.md,30,Bulleted List,"ศูนย์บริการหลักประกันสุขภาพ สปสช. ชั้น 2 อาคารศูนย์ราชการเฉลิมพระเกียรติ (อาคารบี) ถนนแจ้งวัฒนะ กรุงเทพมหานคร"
doc.md,31,Header 1,แหล่งข้อมูล
doc.md,31,Header 2,อ้างอิง
doc.md,31,Bulleted List,"ประกาศคณะกรรมการหลักประกันสุขภาพแห่งชาติ เรื่องหลักเกณฑ์การดำเนินงานและการบริหารจัดการ กองทุนหลักประกันสุขภาพแห่งชาติ ปีงบประมาณ พ.ศ. 2566 และหลักเกณฑ์ วิธีการและเงื่อนไขการรับค่าใช้จ่าย เพื่อบริการสาธารณสุข ของหน่วยบริการ พ.ศ. 2565"
doc.md,31,Bulleted List,"แนวทางปฏิบัติในการขอรับค่าใช้จ่ายเพื่อบริการสาธารณสุข กรณีเป็นช่วงไปรับบริการในหน่วยบริการอื่น กรณีที่มีเหตุสมควร พ.ศ. 2564"
doc.md,31,Bulleted List,"ข้อบังคับคณะกรรมการหลักประกันสุขภาพแห่งชาติว่าด้วยการใช้สิทธิรับบริการสาธารณสุขกรณีที่มีเหตุสมควร กรณีฉุบฉุกเฉิน (ฉบับที่ 3) พ.ศ. 2565"
doc.md,31,Bulleted List,"ประกาศคณะกรรมการหลักประกันสุขภาพแห่งชาติ เรื่องประเภทและขอบเขตของบริการสาธารณสุข พ.ศ. 2565"
doc.md,31,Bulleted List,"แนวทางปฏิบัติในการขอรับค่าใช้จ่ายเพื่อบริการสาธารณสุขในการให้บริการกรณีโรคระบาดเรื้อรังบริการที่ไหนก็ได้ ที่พร้อมในระบบหลักประกันสุขภาพแห่งชาติปีงบประมาณ 2564"
doc.md,31,Bulleted List,"แนวทางของรับค่าใช้จ่ายเพื่อบริการสาธารณสุขในระบบหลักประกันสุขภาพแห่งชาติ ปีงบประมาณ 2564 (ฉบับเพิ่มเติม)"
doc.md,31,Bulleted List,"ประกาศสำนักงานหลักประกันสุขภาพแห่งชาติ เรื่องการจ่ายค่าใช้จ่ายเพื่อบริการสาธารณสุข กรณีบริการผู้ป่วย โรคติดเชื้ออุบัติ พ.ศ. 2566"
doc.md,31,Bulleted List,"ประกาศสำนักงานหลักประกันสุขภาพแห่งชาติ เรื่องการจ่ายค่าใช้จ่ายเพื่อบริการสาธารณสุข กรณีบริการผู้ป่วย ผู้ติดเชื้อเอชไอวี ผู้ป่วยเอดส์ และบริการป้องกันการติดเชื้อเอชไอวี พ.ศ. 2566"
doc.md,31,Bulleted List,"ประกาศคณะกรรมการหลักประกันสุขภาพแห่งชาติ เรื่อง ประเภทและขอบเขตของบริการสาธารณสุข พ.ศ. 2565 (บัญชีหมายเลข 1 แนบท้ายประกาศคณะกรรมการหลักประกันสุขภาพแห่งชาติ เรื่องประเภทและขอบเขตของ บริการสาธารณสุข พ.ศ. 2565 ลงวันที่ 9 พ.ค. 2565)"
doc.md,31,Bulleted List,"ประกาศคณะกรรมการหลักประกันสุขภาพแห่งชาติ เรื่องประเภทและขอบเขตของบริการสาธารณสุข พ.ศ. 2565 (บัญชีหมายเลข 4 แนบท้ายประกาศคณะกรรมการหลักประกันสุขภาพแห่งชาติ เรื่องประเภทและขอบเขตของ ของบริการสาธารณสุข พ.ศ. 2565 ลงวันที่ 9 พ.ค. 2565)"
doc.md,31,Bulleted List,"พระราชบัญญัติหลักประกันสุขภาพแห่งชาติ พ.ศ. 2545 มาตรา 7 และมาตรา 8"
doc.md,31,Bulleted List,"ประกาศสำนักงานหลักประกันสุขภาพแห่งชาติ เรื่องการจ่ายค่าใช้จ่ายเพื่อบริการสาธารณสุข กรณีบริการสำหรับ โรคไวรัสตับอักเสบซี พ.ศ. 2566"
doc.md,31,Bulleted List,"ประกาศคณะกรรมการหลักประกันสุขภาพแห่งชาติ เรื่องการใช้สิทธิรับบริการสาธารณสุขกรณีเจ็บป่วยฉุกเฉิน ประกาศ ณ วันที่ 31 กรกฎาคม พ.ศ. 2551"
doc.md,31,Bulleted List,"คู่มือแนวทางปฏิบัติในการขอรับค่าใช้จ่ายเพื่อบริการสาธารณสุข ปีงบประมาณ 2565"
doc.md,31,Bulleted List,"ประกาศสำนักงานหลักประกันสุขภาพแห่งชาติ เรื่องการจ่ายค่าใช้จ่ายเพื่อบริการสาธารณสุข กรณีบริการเว้นตา สำหรับเด็กที่มีสายตาผิดปกติ พ.ศ. 2564"
doc.md,31,Bulleted List,"แนวทางการดำเนินงานตามโครงการสนับสนุนผ้าอ้อมผู้ใหญ่ สำหรับบุคคลที่มีภาวะพึ่งพิง และบุคคลที่มีภาวะปัญหา การกลั่นปัสสาวะหรืออุจจาระไม่ได้"
doc.md,31,Bulleted List,"หนังสือเวียดนามซักซ้อมความเข้าใจแนวทางการดำเนินงานตามโครงการสนับสนุนผ้าอ้อมผู้ใหญ่สำหรับบุคคลที่มีภาวะพึ่งพิง และบุคคลที่มีภาวะปัญหาการกลั่นปัสสาวะหรืออุจจาระไม่ได้"
doc.md,31,Bulleted List,"แนวทางปฏิบัติการของรับค่าใช้จ่ายค่าบริการสาธารณสุขสำหรับผู้ป่วยโรคโควิด-19 ในระบบหลักประกันสุขภาพแห่งชาติ ปีงบประมาณ 2565 เพื่อรองรับการเป็นโรคประจำถิ่น"
doc.md,32,Header 1,เรื่องนี้
doc.md,32,Header 2,มีคำตอบ
doc.md,32,Bulleted List,1330
