source_document,page_number,content_type,content
"doc2.md","37","heading","เงินช่วยเหลือเมืองต้น"
"doc2.md","37","list","- กรุณาได้รับความเสียหายจาก"
"doc2.md","37","list","- การรักษาพยาบาล"
"doc2.md","38","heading","สิทธิการขอรับเงินช่วยเหลือเบื้องต้น"
"doc2.md","38","heading","กรุณาได้รับความเสียหายจากการรักษาพยาบาล"
"doc2.md","38","paragraph","ผู้ใช้สิทธิหลักประกันสุขภาพแห่งชาติที่ได้รับความเสียหายจากการรักษาพยาบาลของหน่วยบริการ ซึ่งไม่ใช่เป็นพยาธิสภาพของโรคหรือเหตุแทรกซ้อนของโรค มีสิทธิได้รับเงินช่วยเหลือเบื้องต้น กรุณาได้รับความเสียหายจากการรักษาพยาบาล ตามมาตรา 41 พ.ร.บ.หลักประกันสุขภาพแห่งชาติ พ.ศ. 2545 โดยผู้ที่ได้รับความเสียหาย หรือทายาท หรือผู้อุปการะ หรือหน่วยบริการที่ให้บริการต้องยื่นคำร้องภายใน 2 ปี นับตั้งแต่วันที่ทราบความเสียหาย"
"doc2.md","38","heading","การเขียนคำร้องต้องมีสาระสำคัญ ดังนี้"
"doc2.md","38","list","1. ชื่อผู้รับบริการที่ได้รับความเสียหาย"
"doc2.md","38","list","2. ความเสียหายที่เกิดขึ้นจากการรักษาพยาบาล"
"doc2.md","38","list","3. ชื่อของหน่วยบริการที่ให้การรักษาพยาบาล"
"doc2.md","38","list","4. วันที่เข้ารับการรักษาพยาบาล และวันที่ทราบถึงความเสียหายที่เกิดขึ้น"
"doc2.md","38","list","5. สถานที่ที่สามารถติดต่อผู้รับบริการที่ได้รับความเสียหายได้โดยสะดวก"
"doc2.md","38","list","6. ระบุภาระที่ผู้รับบริการจะต้องรับผิดชอบเศรษฐฐานะ"
"doc2.md","38","heading","หลักฐานประกอบคำร้องของผู้ได้รับความเสียหาย ได้แก่ สำเนาบัตรประจำตัวประชาชน หรือสูติบัตร หนังสือมอบอำนาจ (กรณีมีการมอบอำนาจ) เอกสารหรือหลักฐานที่แสดงรายละเอียดข้อมูลที่อาจเป็นประโยชน์ประกอบการพิจารณา"
"doc2.md","39","heading","สถานที่ยื่นคำร้อง"
"doc2.md","39","list","- หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ"
"doc2.md","39","list","- สำนักงานสาธารณสุขจังหวัด (ในจังหวัดที่เกิดเหตุ) หรือสำนักงานหลักประกันสุขภาพแห่งชาติ เขต 1-13"
"doc2.md","39","list","- หน่วยรับเรื่องร้องเรียนอื่นที่เป็นอิสระจากผู้ถูกร้องเรียนตามมาตรา 50 (5) “ศูนย์สิทธิบัตรทอง”"
"doc2.md","39","list","- สำนักงานหลักประกันสุขภาพแห่งชาติ ชั้น 2 อาคารบี (ทิศตะวันตก) ศูนย์ราชการเฉลิมพระเกียรติฯ ถนนแจ้งวัฒนะ กรุงเทพมหานคร"
"doc2.md","39","list","- สอบถามเพิ่มเติมที่ “สายด่วน สปสช. โทร. 1330”"
"doc2.md","40","heading","บริการสร้างเสริมสุขภาพและป้องกันโรค"
"doc2.md","40","heading","กราฟิกประกอบ"
"doc2.md","40","list","- **อาคาร**: สื่อถึงสถานที่ต่างๆ ในเมือง"
"doc2.md","40","list","- **บุคคล**: แสดงผู้คนในสถานการณ์ต่างๆ"
"doc2.md","40","list","- **รถ**: แสดงการขนส่งหรือการเดินทาง"
"doc2.md","40","list","- **สัญลักษณ์**: มีสัญลักษณ์ของโรงพยาบาลและองค์กรต่างๆ"
"doc2.md","40","heading","ข้อมูลเพิ่มเติม"
"doc2.md","40","list","- หมายเลขโทรศัพท์: 85, 293, 8754, 63952, 458356, 3746285"
"doc2.md","40","list","- ซึ่งอาจเป็นตัวเลขประจำตัวผู้ให้บริการหรือหน่วยงานบางแห่ง"
"doc2.md","41","heading","บริการสร้างเสริมสุขภาพและป้องกันโรค"
"doc2.md","41","heading","ความสำคัญของบริการสร้างเสริมสุขภาพและป้องกันโรค"
"doc2.md","41","list","- บริการสร้างเสริมสุขภาพและป้องกันโรคในระบบหลักประกันสุขภาพแห่งชาติเป็นบริการที่ผู้มีสิทธิทุกคนสามารถได้รับ"
"doc2.md","41","heading","ขอบเขตของบริการสร้างเสริมสุขภาพและบริการป้องกันโรค มีดังนี้"
"doc2.md","41","list","1. การตรวจคัดกรองเพื่อค้นหาภาวะเสี่ยงต่อการเสียสุขภาพ เป็นบริการการตรวจสุขภาพในบุคคลที่ปกติหรือยังไม่มีอาการหรืออาการแสดงของโรคนั้นๆ ด้วยวิธีเช่น ใช้แบบประเมิน / แบบทดสอบ การตรวจวัดระด่างกาย การตรวจพัฒนาการ การตรวจเลือด ปัสสาวะและเซลล์เนื้อเยื่อ ฯลฯ เพื่อค้นหาภาวะหรือปัจจัยเสี่ยงที่จะทำให้เกิดโรค และดำเนินการป้องกันแก่ไข ความถี่ของการตรวจอาจเป็นประจำทุกปี/3 ปี/5 ปี แล้วแต่กรณี เช่น การตรวจเลือดคัดกรองภาวะชิด ซิฟิลิส เอชไอวี ธาลัสซีเมีย และดาวน์ในหญิงตั้งครรภ์ การตรวจวัดสายตาเด็ก การตรวจเลือดคัดกรองเบาหวาน การตรวจอวัดความดันโลหิตสูง การตรวจมะเร็งปากมดลูก"
"doc2.md","41","list","2. การส่งเสริมปรับเปลี่ยนพฤติกรรม การให้คำปรึกษาแนะนำ การให้ความรู้ และการสาธิต เพื่อสร้างเสริมสุขภาพและป้องกันโรค เช่น การให้คำแนะนำกระตุ้นพัฒนาการเด็ก การให้คำปรึกษาการวางแผนครอบครัว การป้องกันการติดเชื้อเอชไอวี การเลิกบุหรี่ การสอนและสาธิตเพื่อลดภาวะอ้วนลงพุง"
"doc2.md","41","list","3. การสร้างเสริมภูมิคุ้มกัน การใช้ยา และการทำหัตถการเพื่อสร้างเสริมสุขภาพและป้องกันโรค เช่น การฉีดวัคซีนในเด็กและหญิงตั้งครรภ์ การให้ยาบำรุงเสริมธาตุเหล็ก โพลิกและไอโอดีน การให้ยาต้านไวรัสเอชไอวีเพื่อป้องกันการติดเชื้อจากแม่สู่ลูก การเคลือบฟลูออไรด์ การวางแผนครอบครัว"
"doc2.md","42","heading","รายการบริการสร้างเสริมสุขภาพและป้องกันโรคของคนไทยในแต่ละกลุ่ม"
"doc2.md","42","heading","กลุ่ม"
"doc2.md","42","list","- **หญิงตั้งครรภ์ และหลังคลอด**"
"doc2.md","42","paragraph","ทดสอบการตั้งครรภ์ ตรวจครรภ์และประเมินความเสี่ยง ตรวจครรภ์ด้วยอัลตราซาวด์ ตรวจเลือดคัดกรองภาวะชิด ซีฟิลิส เอชไอวี ตับอักเสบบี ธาลัสซีเมียและดาวน์ ตรวจปัสสาวะ ฉีดวัคซีนคอตีบบาดทะยักและวัคซีนไข้หวัดใหญ่ ให้ยาบำรุงเสริมธาตุเหล็ก โฟลิกและไอโอดีน การให้ยาต้านไวรัสเอชไอวีเพื่อป้องกันการติดเชื้อจากแม่สู่ลูก ตรวจช่องปากและฟัน ขัดและทำความสะอาดฟันรวมถึงการขูดหินน้ำลาย ประเมินสุขภาพจิต ตรวจหลังคลอดและคุมกำเนิด ส่งเสริมการเลี้ยงลูกด้วยนมแม่สมุดบันทึกสุขภาพ การคัดกรองธาลัสซีเมีย รวมทั้งการคัดกรองธาลัสซีเมียในคู่ของหญิงตั้งครรภ์"
"doc2.md","42","list","- **กลุ่มเด็กเล็ก อายุ 0-5 ปี**"
"doc2.md","42","paragraph","ฉีดวัคซีนป้องกันวัณโรคริด ตับอักเสบบี บาดทะยัก คอตีบ ไอกรน โปรสิโอ เยื่อหุ้มสมองอักเสบ อุจจาระร่วงจากเชื้อไวรัสโรตา หัด หัดเยอร์มัน คางทูม ไข้หวัดใหญ่และไข้สมองอักเสบเจ้อี้ ตรวจเลือดคัดกรองภาวะพร่องไทรอยด์(โรคเอ็อน) โรคฟีนิลคีโตนูเรียและโรคทางพันธุกรรมเมตาบอลิกภาวะชิด การติดเชื้อเอชไอวี ตรวจคัดกรองการได้ยิน ชั่งน้ำหนักส่วนสูงเพื่อติดตามการเจริญเติบโต ตรวจคัดกรองพัฒนาการตรวจคัดกรองวัณโรค (กลุ่มเสี่ยง) ตรวจช่องปากและฟัน เคลือบฟลูออไรด์ การให้ยาไตรออกซินป้องกันภาวะพร่องไทรอยด์ ยาบำรุงเสริมธาตุเหล็ก ยาต้านไวรัสเอชไอวี สมุดบันทึกสุขภาพ/บันทึกพัฒนาการและแว่นตาหากมีภาวะสายตาผิดปกติ"
"doc2.md","42","list","- **กลุ่มเด็กโตและวัยรุ่นอายุ 6-24 ปี**"
"doc2.md","42","paragraph","ฉีดวัคซีนคอตีบ บาดทะยัก ฉีดวัคซีนเฮพวีป้องกันมะเร็งปากมดลูก (สำหรับนักเรียนหญิง ป.5) ชั่งน้ำหนักส่วนสูงเพื่อติดตามการเจริญเติบโต ตรวจเลือดคัดกรองภาวะชิด เอชไอวี ตรวจช่องปากและฟันตรวจวัดความดันโลหิต ตรวจคัดกรองสายตาและการได้ยิน คัดกรองความเสี่ยงจากการสูบบุหรี่/สุรา/สารเสพติด ตรวจคัดกรองวัณโรค เคลือบฟลูออไรด์และหลุมร่องฟัน การให้ยาบำรุงเสริมธาตุเหล็กและโฟลิก แว่นตาหากมีภาวะสายตาผิดปกติ (สำหรับอายุ 6-12 ปี หรือนักเรียน ป.1-ป.6) การป้องกันและแก้ไขการตั้งครรภ์ในวัยรุ่นและการตั้งครรภ์ไม่พึงประสงค์ การคุมกำเนิด การให้คำปรึกษาแนะนำการป้องกันเอชไอวีหลังสัมผัส"
"doc2.md","42","list","- **กลุ่มผู้ใหญ่อายุ 25-59 ปี**"
"doc2.md","42","paragraph","ฉีดวัคซีนคอตีบ บาดทะยัก ตรวจวัดความดันโลหิต ตรวจเลือดคัดกรองเบาหวาน เอชไอวี คัดกรองความเสี่ยงจากการสูบบุหรี่/สุรา/สารเสพติด คัดกรองปัจจัยเสี่ยงต่อการเกิดโรคหัวใจและหลอดเลือด ตรวจคัดกรองวัณโรค มะเร็งช่องปาก ตรวจคัดกรองการกลายพันธุ์ของยีนโรคมะเร็งเต้านม คัดกรองมะเร็งปากมดลูก ตรวจอุจจาระคัดกรองมะเร็งลำไส้ใหญ่ (50-70 ปี) เคลือบฟลูออไรด์ การให้ยาบำรุงเสริมธาตุเหล็กและโพลิก การป้องกันและแก้ไขการตั้งครรภ์ไม่พึงประสงค์ การคุมกำเนิด ยากุมกำเนิด การให้ความรู้ตรวจเต้านมด้วยตนเอง การให้คำปรึกษาแนะนำการป้องกันเอชไอวีหลังสัมผัส"
"doc2.md","42","list","- **กลุ่มผู้สูงอายุ 60 ปีขึ้นไป**"
"doc2.md","42","paragraph","ฉีดวัคซีนคอตีบ บาดทะยัก ตรวจประเมินความสามารถในการทำกิจวัตรประจำวัน (ADL) ตรวจวัดดัชนีมวลกาย ความดันโลหิต ตรวจเลือดคัดกรองเบาหวาน เอชไอวี คัดกรองปัจจัยเสี่ยงต่อการเกิดโรคหัวใจและหลอดเลือด โรคหลอดเลือดสมอง คัดกรองโรคซึมเศร้า การคัดกรองวัณโรค มะเร็งช่องปาก ตรวจคัดกรองการกลายพันธุ์ของยีนโรคมะเร็งเต้านม ตรวจอุจจาระคัดกรองมะเร็งลำไส้ใหญ่ (50-70 ปี) การเคลือบฟลูออไรด์ การให้ความรู้ออกกำลังกายและฝึกสมองป้องกันโรคสมองเสื่อม การให้ความรู้ตรวจเต้านมด้วยตนเอง การตรวจวัดความดันโลหิตด้วยตนเองที่บ้าน การให้คำปรึกษาแนะนำการป้องกันเอชไอวีหลังสัมผัส"
"doc2.md","42","heading","กลุ่มเป้าหมายที่จะได้รับวัคซีนไข้หวัดใหญ่ตามฤดูกาล มีดังนี้"
"doc2.md","42","list","1. หญิงตั้งครรภ์ที่อายุครรภ์ 4 เดือนขึ้นไป"
"doc2.md","42","list","2. เด็กอายุ 6 เดือน ถึง 2 ปี"
"doc2.md","42","list","3. ผู้ป่วยโรคเรื้อรังทุกกลุ่มอายุ (ปอดอุดกั้นเรื้อรัง ห็ด หัวใจ หลอดเลือดสมอง ไตวาย ผู้ป่วยมะเร็งที่ได้รับการรักษาด้วยเคมีบำบัด)"
"doc2.md","42","list","4. ผู้ที่อายุ 65 ปีขึ้นไป"
"doc2.md","42","list","5. ผู้พิการทางสมองช่วยเหลือตัวเองไม่ได้"
"doc2.md","42","list","6. โรคทาลัสซีเมีย ผู้ที่มีภูมิคุ้มกันบกพร่องรวมถึงผู้ติดเชื้อเอชไอวีที่มีอาการ"
"doc2.md","42","list","7. ผู้ที่มีน้ำหนักตั้งแต่ 100 กิโลกรัม หรือดัชนีมวลกายตั้งแต่ 35 กิโลกรัมต่อตารางเมตร"
"doc2.md","42","heading","นอกนี้ยังมีสายด่วนเลิกบุหรี่ 1600 และสายด่วนสุขภาพจิต 1323 สำหรับทุกกลุ่มวัย"
"doc2.md","42","paragraph","สอบถามข้อมูลเพิ่มเติมได้ที่ สายด่วน สปสช. โทร. 1330"
"doc2.md","43","heading","วัคซีนป้องกันโรคสำหรับคนไทยตามกลุ่มวัย"
"doc2.md","43","table_row","อายุ,วัคซีนพื้นฐานที่ได้รับ,หมายเหตุ"
"doc2.md","43","table_row","แรกเกิด,บีซีจี (BCG),ฉีดเร็วที่สุดภายใน 24 ชม.หลังคลอด"
"doc2.md","43","table_row","1 เดือน,ตับอักเสบบี (HB1),เฉพาะเด็กที่เกิดจากแม่ที่เป็นพาหนะตับอักเสบบี"
"doc2.md","43","table_row","2 เดือน | ""คอตีบ บาดทะยัก ไอกรน, ตับอักเสบบี ฮิบ (DTP-HB1-Hib), โปโลไวรัส (OPV1)"" | "
"doc2.md","43","table_row","4 เดือน | ""คอตีบ บาดทะยัก ไอกรน, ตับอักเสบบี ฮิบ (DTP-HB2-Hib), โปโลไวรัส (OPV2) โอลิโอฉีด (IPV)"" | ได้รับทั้งโปโลไวรัสและฉีด"
"doc2.md","43","table_row","6 เดือน | ""คอตีบ บาดทะยัก ไอกรน, ตับอักเสบบี ฮิบ (DTP-HB3-Hib), โปโลไวรัส (OPV3)"" | "
"doc2.md","43","table_row","9 เดือน,หัด คางทูม หัดเยอร์มัน (MMR1),"
"doc2.md","43","table_row","1 ปี,ไข้สมองอักเสบเจออี (LAJE1),"
"doc2.md","43","table_row","1 ปี 6 เดือน,คอตีบ บาดทะยัก ไอกรน (DTP4),"
"doc2.md","43","table_row","2 ปี 6 เดือน,บีซีจี (BCG),เฉพาะรายที่ไม่ได้รับ และไม่มีแผลเป็น"
"doc2.md","43","table_row","4 ปี,\"คอตีบ บาดทะยัก (dT) | โปโลไวรัส (OPV)\",เฉพาะรายที่ไม่ได้รับตามเกณฑ์"
"doc2.md","43","table_row","7 ปี (ป.1),หัด คางทูม หัดเยอร์มัน (MMR),เฉพาะรายที่ไม่ได้รับตามเกณฑ์"
"doc2.md","43","table_row","11 ปี (น.ร.หญิง ป.5),เอชพีวี1 (HPV1) เอชพีวี2 (HPV2),ฉีด 2 เข็มห่างกัน 6 เดือน"
"doc2.md","43","table_row","12 ปี (ป.6),คอตีบ บาดทะยัก (dT),ฉีด 1 - 3 เข็ม แล้วแต่กรณี"
"doc2.md","43","table_row","หญิงตั้งครรภ์,คอตีบ บาดทะยัก (dT),"
"doc2.md","43","table_row","วัยทำงาน / 20 ปี,คอตีบ บาดทะยัก (dT),ฉีดทุกๆ 10 ปี"
"doc2.md","43","table_row","30 ปี,คอตีบ บาดทะยัก (dT),ฉีดทุกๆ 10 ปี"
"doc2.md","43","table_row","40 ปี,คอตีบ บาดทะยัก (dT),ฉีดทุกๆ 10 ปี"
"doc2.md","43","table_row","50 ปี,คอตีบ บาดทะยัก (dT),ฉีดทุกๆ 10 ปี"
"doc2.md","43","table_row","ผู้สูงอายุ / 60 ปี,คอตีบ บาดทะยัก (dT),ฉีดทุกๆ 10 ปี"
"doc2.md","43","table_row","70 ปี,คอตีบ บาดทะยัก (dT),ฉีดทุกๆ 10 ปี"
"doc2.md","43","table_row",",โคโรนาไวรัส (COVID-19),"
"doc2.md","44","heading","กองทุนของค์กรปกครองส่วนท้องถิ่น"
"doc2.md","44","heading","ภาพประกอบ"
"doc2.md","44","list","- มีการจัดแสดงแผนผังของกองทุนของค์กรปกครองส่วนท้องถิ่น โดยมีอาคารสำนักงานและถนนเป็นฉากหลัง"
"doc2.md","44","list","- นอกจากนี้ยังมีบุคคลสองคนปรากฏอยู่ในภาพ คนหนึ่งสวมชุดสูทและชุดทำงาน อีกคนหนึ่งสวมชุดสูทและหมวก"
"doc2.md","45","heading","กองทุนองค์กรปกครองส่วนท้องถิ่น"
"doc2.md","45","heading","ข้อมูลพื้นฐาน"
"doc2.md","45","list","- พระราชบัญญัติหลักประกันสุขภาพแห่งชาติ พ.ศ. 2545 มาตรา 47 มีบทบัญญัติให้องค์กรปกครองส่วนท้องถิ่น (อปท.) มีบทบาทในการบริหารจัดการกองทุนเพื่อการสร้างเสริมสุขภาพ การป้องกันโรคและการฟื้นฟูสมรรถภาพ และการรักษาพยาบาลระดับปฐมภูมิเชิงรุกในพื้นที่ โดยสนับสนุนให้องค์กรหรือกลุ่มประชาชนร่วมดำเนินกิจกรรม การจัดบริการสาธารณสุขในท้องถิ่น สามารถเข้าถึงบริการสาธารณสุขได้อย่างทั่วถึงและมีประสิทธิภาพ (สืบค้นข้อมูลเพิ่มเติมได้ที่ http://obt.nhso.go.th/) โดย สปสช.สนับสนุนให้อปท. มีส่วนร่วมในการจัดการระบบสุขภาพผ่านกลไกต่างๆ ได้แก่"
"doc2.md","45","heading","ระดับจังหวัด"
"doc2.md","45","list","- ดำเนินการโดยองค์การบริหารส่วนจังหวัด ได้แก่ กองทุนฟื้นฟูสมรรถภาพที่จำเป็นต่อสุขภาพระดับจังหวัด"
"doc2.md","45","heading","ระดับตำบล"
"doc2.md","45","list","- ดำเนินการโดยเทศบาลหรือองค์การบริหารส่วนตำบล (อบต.) ได้แก่ กองทุนหลักประกันสุขภาพในระดับท้องถิ่นหรือพื้นที่ (กองทุนตำบล) กองทุนระบบการดูแลระยะยาวด้านสาธารณสุขสำหรับผู้สูงอายุที่มีภาวะพึ่งพิง (Long Term Care : LTC)"
"doc2.md","45","heading","กองทุนหลักประกันสุขภาพกรุงเทพมหานคร"
"doc2.md","45","list","- ทั้งนี้ เพื่อให้อปท. และทุกภาคส่วนมีส่วนร่วมในการขับเคลื่อนระบบสุขภาพในชุมชน"
"doc2.md","46","heading","กองทุน"
"doc2.md","46","heading","หลักประกันสุขภาพท้องถิ่น"
"doc2.md","46","list","- รูปภาพประกอบเนื้อหา"
"doc2.md","46","heading","สถานที่สำคัญ"
"doc2.md","46","list","- โรงพยาบาล"
"doc2.md","46","list","- รถฉุกเฉิน"
"doc2.md","46","list","- บ้านพักผู้ป่วย"
"doc2.md","46","list","- ถนนสายหลัก"
"doc2.md","46","heading","สีและหมายความ"
"doc2.md","46","list","- สีเขียว : โรงพยาบาล"
"doc2.md","46","list","- สีขาว : รถฉุกเฉิน"
"doc2.md","46","list","- สีเทา : บ้านพักผู้ป่วย"
"doc2.md","46","list","- สีดำ : ถนนสายหลัก"
"doc2.md","47","heading","กองทุนหลักประกันสุขภาพท้องถิ่น"
"doc2.md","47","heading","กองทุนหลักประกันสุขภาพท้องถิ่น (กปท.)"
"doc2.md","47","paragraph","ตั้งขึ้นตามประกาศคณะกรรมการหลักประกันสุขภาพแห่งชาติ เรื่อง หลักเกณฑ์เพื่อสนับสนุนให้องค์กรปกครองส่วนท้องถิ่นดำเนินงานและบริหารจัดการระบบหลักประกันสุขภาพในระดับท้องถิ่นหรือพื้นที่ พ.ศ. 2561 โดยประกาศใช้บังคับตั้งแต่วันที่ 1 ตุลาคม 2561 เป็นต้นไป มีบทบาทสำคัญในการประสานความร่วมมือกับทุกภาคส่วนให้ประชาชนเข้าถึงบริการสาธารณสุข จัดทำแผนสุขภาพชุมชน ส่งเสริมสุขภาพให้มีมาตรฐาน/กติกาทางสังคม(ธรรมนูญสุขภาพ) พัฒนาการบริหารจัดการกองทุนให้มีธรรมาภิบาล “สร้างความเป็นเจ้าของกองทุน” และจัดกิจกรรมปรับเปลี่ยนพฤติกรรมและสภาพแวดล้อมที่เอื้อกับสุขภาพของคนในชุมชน"
"doc2.md","47","heading","แหล่งที่มาของเงินกองทุนหลักประกันสุขภาพ"
"doc2.md","47","list","- เงินที่ได้รับจัดสรรแต่ละปีจากกองทุนหลักประกันสุขภาพแห่งชาติ"
"doc2.md","47","list","- เงินสมทบจากองค์กรปกครองส่วนท้องถิ่น"
"doc2.md","47","list","- รายได้อื่นๆ หรือทรัพย์สินที่ได้รับมาในกิจการของกองทุนหลักประกันสุขภาพ"
"doc2.md","47","paragraph","นอกจากเงินที่ได้รับจัดสรรจากกองทุนหลักประกันสุขภาพแห่งชาติตาม (1) ให้องค์กรปกครองส่วนท้องถิ่น ที่มีความพร้อม ความสามารถและความจำนงเข้าร่วมและสำนักงานเห็นชอบ รับเงินเพิ่มจากกองทุนหลักประกันสุขภาพแห่งชาติ ในส่วนคำบริการสาธารณสุขสำหรับผู้สูงอายุที่มีภาวะพึ่งพิง โดยองค์กรปกครองส่วนท้องถิ่นไม่ต้องสมทบเงิน หรือคำบริการอื่น"
"doc2.md","47","heading","คณะกรรมการบริหารกองทุนหลักประกันสุขภาพในระดับท้องถิ่น ประกอบด้วย ผู้บริหารสูงสุดขององค์กรปกครองส่วนท้องถิ่น ผู้ทรงคุณวุฒิในท้องถิ่น หัวหน้าหน่วยบริการปฐมภูมิที่จัดบริการสาธารณสุข ผู้แทนภาคประชาชน ฯลฯ โดยให้สาระสนุขอำเภอ หัวหน้าหน่วยบริการประจำที่จัดบริการสาธารณสุขในพื้นที่ และ"
"doc2.md","48","paragraph","ท้องถิ่นอำเภอเป็นที่ปรึกษาคณะกรรมการกองทุน การคัดเลือกกรรมการตาม (4) (5) และ (6) ให้เป็นไปตามหลักเกณฑ์ที่สำนักงานกำหนด"
"doc2.md","48","heading","คณะกรรมการกองทุนมีอำนาจหน้าที่ ดังต่อไปนี้"
"doc2.md","48","list","1. พิจารณาอนุมัติแผนการเงินประจำปีของกองทุนหลักประกันสุขภาพ"
"doc2.md","48","list","2. พิจารณาอนุมัติโครงการ หรือกิจกรรม ให้เป็นไปตามวัตถุประสงค์ของกองทุน"
"doc2.md","48","list","3. ออกระเบียบที่จำเป็นเพื่อประสิทธิภาพในการบริหารกองทุน"
"doc2.md","48","list","4. สนับสนุนให้บุคคลในท้องถิ่นเข้าถึงบริการสาธารณสุขทั้งที่บ้าน ในชุมชน หรือหน่วยบริการได้อย่างทั่วถึงและมีประสิทธิภาพ"
"doc2.md","48","list","5. ให้คำแนะนำในการจัดทำข้อมูลและโครงการ หรือกิจกรรมที่เกี่ยวกับ งานสาธารณสุข ของกลุ่มเป้าหมาย แก่หน่วยงาน องค์กรหรือกลุ่มประชาชน และองค์กรปกครองส่วนท้องถิ่น"
"doc2.md","48","list","6. พิจารณาให้ความเห็นชอบรายงานผลการดำเนินงาน รายงานการรับเงิน การจ่ายเงิน และเงินคงเหลือของกองทุนหลักประกันสุขภาพ"
"doc2.md","48","heading","แนวทางการสนับสนุนการดำเนินกิจกรรมของกองทุน แบ่งเป็น 5 ประเภท คือ"
"doc2.md","48","list","(1) เพื่อสนับสนุนและส่งเสริมการจัดบริการสาธารณสุขของหน่วยบริการ สถานบริการ หรือหน่วยงานสาธารณสุข"
"doc2.md","48","list","(2) เพื่อสนับสนุนและส่งเสริมการจัดกระบวนการหรือกิจกรรมสร้างเสริม สุขภาพและการป้องกันโรคขององค์กรหรือกลุ่มประชาชน หรือหน่วย งานอื่น"
"doc2.md","48","list","(3) เพื่อสนับสนุนและส่งเสริมการจัดบริการสาธารณสุขของศูนย์เด็กเล็ก หรือศูนย์ที่ดำเนินกิจกรรมเกี่ยวกับส่งเสริมสุขภาพเด็กเล็กในชุมชน ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุในชุมชน หรือหน่วยงานที่รับผิดชอบ"
"doc2.md","49","paragraph","ศูนย์เด็กเล็กหรือศูนย์ที่ดำเนินกิจกรรมเกี่ยวกับการพัฒนาและดูแลเด็กเล็กในชุมชน หรือการพัฒนาและฟื้นฟูคุณภาพชีวิตผู้สูงอายุหรือคนพิการในชุมชน"
"doc2.md","49","list","(4) เพื่อสนับสนุนค่าใช้จ่ายในการบริหารหรือพัฒนากองทุนหลักประกันสุขภาพให้มีประสิทธิภาพ ขององค์กรปกครองส่วนท้องถิ่น ไม่เกินร้อยละ 15 ของเงินรายรับของกองทุนหลักประกันสุขภาพตามข้อ 7 วรรคหนึ่งในแต่ละปีงบประมาณนั้น หากองค์กรปกครองส่วนท้องถิ่นใดได้รับเงินเพิ่มตามข้อ 7 วรรคสอง อาจสนับสนุนค่าใช้จ่ายเพิ่มเติมได้อีกไม่เกินร้อยละ 5 กรณีที่มีความจำเป็นต้องใช้จ่ายเพื่อจัดหาครุภัณฑ์ที่เกี่ยวข้องโดยตรง ให้สนับสนุนได้ในวงเงินตามความจำเป็น และครุภัณฑ์ ที่จัดหาได้ให้เป็นทรัพย์สิน ขององค์กรปกครองส่วนท้องถิ่นนั้น"
"doc2.md","49","list","(5) เพื่อสนับสนุนและส่งเสริมกิจกรรมกรณีเกิดโรคระบาดหรือภัยพิบัติในพื้นที่ในการป้องกัน และแก้ไขปัญหาสาธารณสุขได้ตามความจำเป็นเหมาะสม และทันต่อสถานการณ์ได้"
"doc2.md","50","heading","หลักประกันสุขภาพผู้สูงอายุ"
"doc2.md","50","heading","ภาพประกอบ"
"doc2.md","50","list","- รูปภาพประกอบด้วยบ้านสามหลัง รถสองคัน และต้นไม้หลายต้น แสดงถึงสภาพแวดล้อมที่เป็นธรรมชาติและมีความสงบ"
"doc2.md","50","heading","สัญลักษณ์"
"doc2.md","50","list","- มีสัญลักษณ์ของโรงพยาบาล (logo) ปรากฏอยู่บนหน้าอกของบ้านแต่ละหลัง เพื่อแสดงถึงบริการทางการแพทย์ในพื้นที่นั้นๆ"
"doc2.md","51","heading","Long Term Care : LTC"
"doc2.md","51","heading","หลักประกันสุขภาพของผู้สูงอายุ"
"doc2.md","51","paragraph","กองทุนบริการดูแลระยะยาวด้านสาธารณสุขสำหรับผู้สูงอายุที่มีภาวะพึ่งพิง (Long Term Care : LTC) เป็นการพัฒนาระบบหลักประกันสุขภาพแห่งชาติรองรับผู้สูงอายุ โดยมีวัตถุประสงค์เพื่อให้ผู้สูงอายุ 60 ปีขึ้นไป สิทธิหลักประกันสุขภาพแห่งชาติ กลุ่มผู้ป่วยติดบ้านติดเตียง) ที่ได้รับการประเมินความสามารถในการดำเนินชีวิตประจำวันตามดัชนีบาเรลเอดีแอล (Barthel ADL index) เท่ากับหรือน้อยกว่า 11 คะแนน ให้ได้รับบริการด้านสาธารณสุขตามชุดสิทธิประโยชน์ ที่เชื่อมโยงกับบริการทางสังคม"
